年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
109,ACM01MFD425S,ACM01,多路連接頭/4-PORTS,“昕力”一次性使用連通器:4路“SUNMED” MANIFOLD AND STOPCOCKS:4 PORT,SM-MF-41;SM-MF-42,個,261.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
109,ACM01M3P4HGJ,ACM01,多路連接頭/2個3-PORTS(500PSI)+4條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI),”JSM” 2個3-PORTS MANIFOLDS (500PSI)+4條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)”吉生”多路引流器,06-104;124;204;244;304;364;404;484;604;724;844;964-101;201;301;481;721-23,SET,721.0,吉生,衛署醫器製字第003388號,,,0
109,CDDC1039901V,CDDC1,CANISTER　WITH　GEL／真空罐,”雃博”立補負壓傷口治療系統-真空罐含接頭及引管”APEX”ZIP NEGATIVE PRESSURE WOUND THERAPY SYSTEM,FH020001,個,1787.0,雃博,衛署醫器製字第003990號,,,0
109,CDDC1100166F,CDDC1,CANISTER　WITH　GEL／真空罐,“暄達”負壓傷口治療系統-收集罐(未滅菌)“CARILEX”NEGATIVE PRESSURE WOUND THERAPY SYSTEM-CANISTER 300、500、1000 CC/ML,S1001-6020;S1001-6040;S1001-6060,個,1787.0,暄達,衛部醫器製字第005375號,,,0
109,CDDC1100466F,CDDC1,CANISTER　WITH　GEL／真空罐,“暄達”負壓傷口治療機-可鎖式接頭 收集罐150CC/ML “CARILEX” VT．ONE AND VT．ONE 60 DAYS NEGATIVE PRESSURE WOUND THERAPY SYSTEM-CANISTER,S1004-6010,個,1787.0,暄達,衛部醫器製字第005719號,,,0
109,CDDC112010SN,CDDC1,CANISTER　WITH　GEL／真空罐,”史耐輝”非動力式，單一病人使用，可攜帶式之抽吸器具(未滅菌)”SMITH & NEPHEW” NONPOWERED， SINGLE PATIENT， PORTABLE SUCTION APPARATUS (NON-STERILE),66800912;66800913;66800914;66800916,個,1787.0,英商史耐輝,衛署醫器輸壹字第012010號,,,0
109,CDDC114121QE,CDDC1,CANISTER　WITH　GEL／真空罐,”戴聞”非動力式，單一病人使用，可攜帶式之抽吸器具(未滅菌)”DEVON” NONPOWERED， SINGLE PATIENT， PORTABLE SUCTION APPARATUS (NON-STERILE)100ML、400ML,EC2400-100C;EC2400-400C,個,1787.0,戴聞,衛部醫器輸壹字第014121號,,,0
109,CDDC126329KC,CDDC1,CANISTER　WITH　GEL／真空罐,“凱西爾”訊息型負壓輔助癒合治療儀-滲液收集罐“KCI” INFOVAC THERAPY UNIT 500ML,M8275063/5;M8275063/10;M8275071/5;M8275071/10,個,1787.0,佑康,衛部醫器輸字第026329號,,,0
109,CDDC126330KC,CDDC1,CANISTER　WITH　GEL／真空罐,“凱西爾”活動型負壓輔助癒合治療儀-滲液收集罐“KCI” ACTIVAC THERAPY UNIT 300ML,M8275058/5;M8275058/10,個,1787.0,佑康,衛部醫器輸字第026330號,,,0
109,CDDC1G500A7N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯II”負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS II” NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES(STERILE)-CANISTER,PSG500A;PSG750A,個,1787.0,世亨,衛部醫器製字第005470號,,,0
109,CDDC1PG5007N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯”PVA負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS” PVA NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES(STERILE)500ML、750ML,PSA500;PSA500A;PSA750;PSA750A,個,1787.0,世亨,衛部醫器製字第005716號,,,0
109,CDDC1S00DC5G,CDDC1,CANISTER　WITH　GEL／真空罐,”潔利定”負壓傷口治療系統-單一病人使用可攜帶式之集液瓶”GENADYNE” WOUND VACUUM SYSTEM 400ML 600ML,A4-S00D4;A4-S00D6,包,1787.0,矽正,衛部醫器輸字第027502號,,,0
109,CDDC1SG5007N,CDDC1,CANISTER　WITH　GEL／真空罐,“凱瑞斯”負壓泡綿傷口敷料及其配件(滅菌)-引流罐“CURATIOS” NEGATIVE PRESSURE WOUND DRESSING AND ACCESSORIES (STERILE)-CANISTER 500CC、750CC,PSG500;PSG750,個,1787.0,世亨,衛部醫器製字第005373號,,,0
110,ACP011000NDL,ACP01,分流導管/一對一，一對二,Y TYPE ADAPTOR, '1003:1005, EA,329.0, 美敦力,衛署醫器輸字第009088號,,,0
110,ACP011000NDL,ACP01,分流導管/一對一，一對二,Y TYPE ADAPTOR, '1003:1005, EA,329.0, 美敦力,衛署醫器輸字第009088號,,,0
